REAL DATA,TREE0008.1,TREE0008.5,TREE0008.9,TREE0004.1,TREE0004.5,TREE0004.9,TREE0002.1,TREE0002.5,TREE0002.9,TREE0001.1,TREE0001.5,TREE0001.9
0.023050829,0.045623021,0.058687281,0.085482596,0.04899221,0.062707459,0.082179388,0.047875141,0.062283199,0.085204848,0.052628294,0.058284897,0.097665105
0.05339202,0.051289983,0.067095849,0.088068489,0.04441215,0.063565337,0.086863815,0.049846134,0.059334956,0.080487752,0.044382681,0.061200481,0.0857341
0.026305737,0.049660581,0.064759271,0.088070375,0.049567002,0.058199894,0.095890368,0.04583121,0.059854354,0.084375897,0.047425649,0.060635674,0.077261886
0.022857244,0.047022045,0.057062928,0.078134611,0.044487368,0.061582632,0.086072464,0.050429757,0.061061586,0.081877141,0.042618752,0.056126326,0.093989279
0.028123842,0.049510295,0.059728893,0.07423441,0.047710829,0.057964063,0.091150352,0.049172086,0.062321933,0.090289134,0.052537933,0.058847844,0.086330009
0.023360896,0.050898022,0.064367417,0.086226896,0.046236214,0.059104792,0.085543822,0.045271546,0.060888666,0.091121866,0.048201698,0.061782911,0.090865678
0.023359405,0.049746078,0.058542808,0.087296198,0.045943286,0.062936465,0.089933488,0.047600847,0.06219323,0.092292246,0.047692923,0.062221859,0.07399053
0.112540424,0.047502938,0.061753587,0.086782046,0.044023429,0.062899799,0.092401906,0.051155332,0.052580459,0.089383978,0.046810709,0.059999629,0.083109392
0.113332139,0.051640803,0.056745271,0.080093835,0.048582937,0.067101999,0.086032706,0.04646187,0.063115361,0.093198496,0.048784084,0.065109574,0.100177699
0.120268657,0.048608619,0.06667002,0.093406162,0.048538695,0.060883512,0.090145238,0.046895387,0.063700979,0.091503222,0.047024647,0.067158291,0.08615356
0.026507494,0.050855488,0.060416447,0.084148592,0.046371331,0.065160222,0.092134989,0.050567106,0.057473241,0.088870901,0.053070556,0.061306609,0.091327205
0.057439001,0.048439323,0.058070545,0.081394985,0.050721459,0.065930269,0.088411044,0.045185894,0.061586122,0.096299226,0.053602559,0.057010483,0.087046184
0.026404176,0.055322564,0.062071599,0.08934871,0.043545066,0.061905614,0.085414963,0.051952231,0.058230303,0.089570726,0.050615073,0.057906476,0.08994951
0.02830066,0.049532331,0.054242846,0.093441426,0.049447762,0.065277989,0.087241296,0.044994859,0.064982595,0.085199675,0.049189451,0.062110928,0.090180253
0.024470513,0.050538526,0.062625597,0.093695697,0.048792885,0.056988508,0.087688676,0.050216414,0.057489383,0.094306901,0.044303147,0.062229739,0.086351935
0.025220529,0.048867086,0.058208183,0.088389534,0.04944645,0.063710082,0.082315884,0.04751212,0.057532873,0.086407577,0.04821018,0.060728902,0.089553972
0.026514713,0.048328222,0.060559182,0.087958779,0.048851671,0.059389947,0.088292472,0.050218518,0.053133907,0.090288403,0.047845146,0.059150916,0.098961307
0.031194229,0.044778848,0.056362807,0.088631715,0.051799397,0.063151246,0.088401208,0.046759086,0.063659665,0.088730316,0.050516369,0.052921748,0.089613814
0.025487885,0.047855376,0.063754773,0.086905092,0.055100549,0.059988491,0.085638513,0.051028837,0.05909995,0.084284206,0.047686298,0.054639249,0.088236867
0.013996581,0.046830201,0.058924246,0.07996324,0.047468819,0.061947822,0.083326769,0.051873001,0.064755379,0.092817951,0.050785726,0.065084464,0.07840651
0.049633089,0.052008133,0.061403812,0.099597249,0.055367328,0.059325327,0.088848501,0.049398054,0.057000008,0.088247845,0.047131519,0.061749295,0.095735418
0.047409545,0.049244801,0.062135758,0.090082767,0.048059269,0.058438438,0.086876724,0.048910308,0.058833098,0.082257628,0.049266977,0.057341907,0.090179079
0.096267963,0.049832079,0.062108369,0.0861724,0.050808304,0.069195813,0.079251115,0.046977442,0.06959504,0.092231202,0.049026553,0.058254011,0.088858089
0.209566668,0.052609972,0.060143076,0.093477239,0.053004291,0.060544335,0.092192057,0.045630608,0.056601346,0.093004894,0.051539764,0.060134644,0.085542881
0.268790275,0.046683568,0.061701847,0.081962557,0.048419036,0.065616657,0.087419801,0.047364218,0.057312423,0.090010483,0.048126668,0.065703744,0.087134651
0.162660605,0.050992937,0.059612049,0.081138521,0.050457079,0.061644591,0.085215764,0.051390395,0.06728842,0.087886867,0.047250461,0.066856678,0.091752633
0.25541504,0.047273141,0.061946543,0.086940476,0.047893701,0.056943755,0.090733955,0.051660753,0.062204815,0.091533133,0.052006146,0.055572624,0.094411688
0.01481362,0.046228062,0.05490367,0.083906412,0.051117335,0.065567165,0.089735438,0.048526595,0.060647621,0.088567698,0.049902545,0.052285231,0.094266106
,0.049803419,0.062115384,0.088958987,0.045554494,0.06181123,0.083404966,0.046453795,0.065261139,0.095878932,0.05057939,0.060553525,0.090699292
,0.047039304,0.066209935,0.087543451,0.05243176,0.059917209,0.09135111,0.05163472,0.059322095,0.075317423,0.048893076,0.06166052,0.091387267
,0.049678346,0.064191903,0.087920119,0.053807322,0.057001641,0.085621276,0.051004321,0.063692304,0.093414021,0.047998097,0.060583683,0.095737322
,0.051539477,0.059044492,0.086901399,0.048794016,0.064564581,0.083381673,0.04729137,0.06528619,0.094546164,0.050586578,0.056423254,0.090203574
,0.048074227,0.066742747,0.081856921,0.04828112,0.065850155,0.093477801,0.052227801,0.064399786,0.078478434,0.050064258,0.066763881,0.09634598
,0.050124742,0.061551899,0.079868106,0.046954725,0.060894646,0.087614168,0.044101947,0.058213037,0.086292896,0.052298611,0.057107293,0.092674991
,0.047779055,0.060646327,0.086984205,0.047680062,0.055710802,0.086148737,0.042260881,0.061376153,0.089842795,0.050767351,0.062031119,0.09429054
,0.050197153,0.058837043,0.096540127,0.045775641,0.064793137,0.083623876,0.047547108,0.067118378,0.082716411,0.045841898,0.066499095,0.086741503
,0.046375103,0.060716223,0.093354142,0.047885455,0.059685973,0.087341382,0.047655161,0.061704749,0.087151663,0.046785732,0.056192141,0.093056373
,0.048137419,0.060649832,0.083173788,0.050578151,0.056664528,0.088561683,0.042913656,0.057327362,0.090205897,0.048670014,0.054531958,0.088451534
,0.050045062,0.056772881,0.095450982,0.052385899,0.059773693,0.084705934,0.048883808,0.056066323,0.079716257,0.047501973,0.058082117,0.086517491
,0.044769614,0.065351357,0.087674462,0.048670342,0.064137812,0.083551955,0.050222118,0.053401522,0.087852876,0.048123146,0.06314397,0.089870832
,0.049603719,0.058272156,0.090719652,0.049482267,0.065308869,0.093985472,0.050451899,0.062013055,0.083832445,0.050365697,0.064264805,0.093506627
,0.047558015,0.061198763,0.085165256,0.047563452,0.06286064,0.085988705,0.048338199,0.064787343,0.09805177,0.051379644,0.062735886,0.08920925
,0.047152597,0.066659657,0.085464243,0.046536594,0.059330286,0.082830933,0.047452918,0.057930463,0.093255998,0.048277846,0.058872916,0.079647535
,0.050834959,0.059414684,0.088273465,0.049490031,0.055772433,0.083065386,0.047873768,0.057650577,0.089706811,0.04880167,0.069338981,0.088446302
,0.048791005,0.061928391,0.094061259,0.047289148,0.060085732,0.091340522,0.049208254,0.063847088,0.086964638,0.047027747,0.058119384,0.087486084
,0.050932568,0.062598396,0.090060075,0.051992529,0.054827768,0.090357224,0.052576212,0.055914083,0.084300151,0.050241585,0.06667206,0.08473935
,0.045772478,0.058119826,0.087144106,0.048939873,0.068082303,0.096467593,0.053237927,0.061905881,0.081763009,0.054851451,0.060035523,0.092533044
,0.045384804,0.064795701,0.087610712,0.04997787,0.069399182,0.085012951,0.049247071,0.05623459,0.093691246,0.051714413,0.060474654,0.077950325
,0.052744331,0.061401084,0.084474913,0.048354815,0.060486149,0.088632484,0.050582441,0.057722006,0.086275876,0.051494666,0.061479602,0.083672679
,0.051159393,0.061531438,0.083763103,0.052530318,0.067181605,0.091106868,0.051625963,0.062757141,0.088128406,0.056086813,0.063570388,0.086417683
,0.056403506,0.058425241,0.080223218,0.049524553,0.051728307,0.091140411,0.050697985,0.058210997,0.09184821,0.045837692,0.064951191,0.09514676
,0.050377826,0.061427481,0.085980572,0.045179166,0.0588085,0.094535257,0.045646222,0.057974424,0.092110942,0.050982531,0.062643752,0.086607908
,0.04960454,0.068003425,0.086240597,0.042347554,0.058536412,0.0832269,0.047408021,0.060065496,0.087075908,0.046969505,0.063096417,0.081032654
,0.050952042,0.052209597,0.089374249,0.049638234,0.055737062,0.09828893,0.052042444,0.07106339,0.084902931,0.053543589,0.059024897,0.090011916
,0.043360139,0.06608741,0.09539381,0.049576881,0.058333363,0.088900716,0.048660327,0.057538236,0.080841115,0.048809197,0.063481372,0.097365192
,0.05426621,0.059224092,0.091013508,0.049848151,0.060276176,0.094873748,0.050406981,0.062184189,0.086159094,0.054045804,0.061864886,0.093071569
,0.049225896,0.056285694,0.08834687,0.047808311,0.064064072,0.082522856,0.048101977,0.061995671,0.089870808,0.047203748,0.064404957,0.090129611
,0.047047209,0.060533012,0.092956188,0.048673539,0.059330851,0.089750658,0.048011678,0.065293213,0.084936898,0.049317082,0.059186305,0.081500926
,0.053799898,0.066755902,0.0884954,0.046614376,0.060044273,0.090109832,0.048596718,0.064016964,0.087093845,0.046315063,0.055578203,0.092035083
,0.052754562,0.062989005,0.082893264,0.053819422,0.060734242,0.092016415,0.044617122,0.068932113,0.091003398,0.045513782,0.060108642,0.079791977
,0.052631066,0.062605593,0.091718646,0.048273012,0.059936439,0.089962011,0.04606757,0.05624478,0.080986817,0.045746591,0.060498712,0.089634116
,0.052121324,0.06160995,0.086337157,0.045972715,0.062418384,0.085828078,0.052651382,0.062316659,0.081392829,0.047159765,0.056492651,0.087185132
,0.049963438,0.060047192,0.088551722,0.051374801,0.056212711,0.092532796,0.049235351,0.060943162,0.082820547,0.047088298,0.060725744,0.084941391
,0.051020391,0.061602728,0.090126377,0.053043016,0.068806956,0.084251012,0.045899181,0.054304704,0.09168238,0.049258771,0.0585795,0.088534702
,0.052961253,0.057460994,0.089034031,0.047685304,0.058373378,0.084959492,0.050856721,0.059688181,0.085900828,0.049329201,0.060021077,0.090580679
,0.053383679,0.068918947,0.089226547,0.052111551,0.06508427,0.086412802,0.05125949,0.066486838,0.086906836,0.049364436,0.053069573,0.090638768
,0.047752181,0.061511107,0.07671274,0.048820413,0.064503765,0.079315118,0.049468858,0.065189299,0.095231734,0.053034056,0.058930396,0.093077378
,0.052455403,0.060879991,0.084250308,0.051148176,0.062259782,0.087844293,0.050999972,0.054657519,0.091056049,0.0495456,0.057649382,0.080201318
,0.045726952,0.061549636,0.088985364,0.049234769,0.053630879,0.088740341,0.054944052,0.066799904,0.091286666,0.054140376,0.062020306,0.07732941
,0.052572524,0.056939616,0.084102502,0.052233214,0.063385223,0.082939731,0.046118422,0.064986007,0.084130853,0.047159228,0.059231935,0.087677735
,0.046439933,0.06589026,0.092694832,0.054788377,0.057786506,0.088847003,0.055162936,0.064401854,0.088422363,0.053655368,0.060823556,0.092403421
,0.054323661,0.062276532,0.08324499,0.046961563,0.066358405,0.090096587,0.047084812,0.062342655,0.093539034,0.049719068,0.0621859,0.089860717
,0.052587148,0.057515072,0.086899916,0.052082119,0.063456943,0.09511182,0.048845268,0.058925265,0.09124974,0.048801661,0.059012795,0.09224944
,0.044959346,0.059182085,0.084333454,0.04834463,0.063488084,0.08252524,0.048353432,0.063306981,0.092117143,0.048805351,0.065330934,0.089742895
,0.046850912,0.05338571,0.08819537,0.051943496,0.060756784,0.095940526,0.04531109,0.066779222,0.079750412,0.046295849,0.055710431,0.08758415
,0.051327766,0.064894699,0.085151767,0.046486332,0.06725132,0.085398739,0.046948019,0.059743015,0.092188097,0.050671855,0.0577449,0.093718257
,0.044341842,0.059054813,0.089008844,0.055734618,0.056640899,0.094349618,0.046630215,0.05922757,0.079999622,0.051826718,0.068745775,0.088730835
,0.054114175,0.057636249,0.094603579,0.050660683,0.066924545,0.089222767,0.051238112,0.061381667,0.093061735,0.049955957,0.061262969,0.089671358
,0.053981707,0.063872864,0.090450702,0.052569039,0.060851834,0.086250392,0.04910606,0.064552144,0.089009435,0.049236547,0.06136052,0.091307579
,0.049964421,0.062432433,0.079227299,0.047859685,0.061220673,0.093446114,0.050746693,0.057246359,0.085567348,0.05607484,0.058211308,0.092915309
,0.050521108,0.065737068,0.089285011,0.048210154,0.062929212,0.097663646,0.049241085,0.053331052,0.079035055,0.046837248,0.063276115,0.085163246
,0.048617483,0.062367966,0.092952083,0.050602837,0.061169537,0.093015573,0.050472348,0.054928095,0.090575994,0.048401558,0.060284752,0.080757423
,0.050940181,0.061184043,0.092496474,0.049818307,0.060839726,0.092035366,0.047352878,0.060876249,0.093374938,0.053685535,0.061204652,0.085849012
,0.046987686,0.059347815,0.090626168,0.04700918,0.059120779,0.082382446,0.04786206,0.060593143,0.079678364,0.048199803,0.057723893,0.091072537
,0.045081611,0.056565184,0.091867294,0.048141464,0.061965229,0.100910325,0.053576654,0.057409589,0.075833391,0.045732337,0.066088088,0.093139703
,0.046925119,0.056070664,0.078400355,0.047870248,0.06870187,0.087351223,0.048185782,0.059351845,0.093159896,0.05042701,0.06138199,0.094937202
,0.055607249,0.063639732,0.097817497,0.04636971,0.061007326,0.090725839,0.04722832,0.059465252,0.093350183,0.051095486,0.058668655,0.077976911
,0.048458589,0.054747868,0.089728295,0.049044229,0.060655101,0.089323755,0.049741389,0.062556377,0.089275292,0.047417396,0.06062696,0.084523928
,0.048978434,0.061461079,0.094049482,0.050402955,0.058100499,0.086486335,0.050525108,0.057230347,0.089034236,0.050344534,0.056913258,0.078436816
,0.049682487,0.058753917,0.093108252,0.052240733,0.058058415,0.091714392,0.050846355,0.064098457,0.090085963,0.048371448,0.060489345,0.079023348
,0.048226456,0.061917019,0.093968118,0.048618504,0.062048103,0.085272088,0.049735951,0.057834929,0.093104309,0.050142193,0.056240458,0.087889229
,0.046180115,0.05941582,0.088834459,0.047151525,0.057985484,0.085758066,0.04895216,0.054830727,0.08460855,0.048593766,0.065264868,0.085462834
,0.047304468,0.054115056,0.086598646,0.049537854,0.05298154,0.092369903,0.044999558,0.062901445,0.090621807,0.044084346,0.066063784,0.091681457
,0.047602512,0.061284905,0.08754268,0.048448849,0.056619435,0.085911312,0.05011686,0.055065721,0.080658888,0.054367486,0.058089613,0.089848204
,0.047170832,0.061492068,0.090492949,0.051552929,0.063214632,0.081659382,0.048932535,0.065907899,0.089740792,0.050347014,0.051726802,0.088942566
,0.052810634,0.059980684,0.08694382,0.050668858,0.061159873,0.080698447,0.045357193,0.057461031,0.097608923,0.04771524,0.062027368,0.087394953
,0.045126554,0.065206197,0.086476912,0.050907364,0.059701086,0.100318283,0.047963201,0.065871324,0.089058162,0.048854412,0.056899736,0.095732317
,0.050769964,0.056991365,0.083089717,0.048402609,0.059478024,0.091525328,0.046815514,0.057046613,0.089514249,0.046110109,0.06371696,0.089157954
,0.049837841,0.058429908,0.090972566,0.048531758,0.05887471,0.084203609,0.052479086,0.063911587,0.085291526,0.04711978,0.052129404,0.098447004
,0.048903573,0.065768157,0.093193209,0.050473174,0.061863336,0.080776369,0.046677566,0.062484756,0.082514736,0.048384363,0.055975669,0.080222806
,0.047125361,0.055363552,0.08281698,0.053366885,0.061240823,0.088494783,0.043496196,0.058446581,0.087058193,0.044952698,0.066464103,0.083790508
,0.049934264,0.05705226,0.086733352,0.045334572,0.05652059,0.091262367,0.05286484,0.05769359,0.078283598,0.051551976,0.062283041,0.097842577
,0.052337229,0.058280182,0.084200821,0.051202217,0.061272678,0.085663533,0.052234425,0.058402959,0.08124762,0.04737236,0.06483382,0.096806936
,0.053783122,0.060809666,0.085202501,0.051663661,0.055693446,0.083514565,0.052736763,0.059713304,0.097547548,0.050659462,0.060242115,0.092403005
,0.048392477,0.060804104,0.083560751,0.044706913,0.064923604,0.079718655,0.051718361,0.061541789,0.090280964,0.049518654,0.054974425,0.086513192
,0.050899673,0.064287635,0.08778429,0.042892341,0.063896099,0.088974365,0.047774173,0.05948446,0.094260599,0.049293233,0.062485404,0.091846421
,0.052564435,0.065176253,0.082164853,0.049627488,0.061240364,0.099701141,0.049263955,0.063243969,0.087446098,0.045155431,0.0639588,0.084365266
,0.050761218,0.065909261,0.094396309,0.043361127,0.059646178,0.088787148,0.046612493,0.061209412,0.085404371,0.052092945,0.06407869,0.099007811
,0.048839493,0.060986168,0.088682647,0.047284457,0.061831001,0.086735632,0.044593083,0.068109259,0.090462052,0.043859896,0.060940896,0.089465149
,0.051277341,0.067568982,0.076491427,0.054391695,0.067828295,0.085784592,0.051206267,0.057355265,0.08802234,0.050137411,0.059272457,0.086273923
,0.053261077,0.068410547,0.081225607,0.049953967,0.060043939,0.08895229,0.049048041,0.060935042,0.094178632,0.048150221,0.065474576,0.08877932
,0.047703042,0.065766506,0.087742665,0.05470766,0.058983997,0.088212124,0.052553565,0.05842492,0.091790719,0.047125306,0.057753162,0.077223065
,0.050033014,0.063215094,0.087749693,0.049676645,0.065012087,0.0865492,0.046912551,0.067519424,0.086785521,0.048185314,0.060355708,0.085285972
,0.050138995,0.066062435,0.082135072,0.049887735,0.059065439,0.091019274,0.051836598,0.064199147,0.090722766,0.049497605,0.05843028,0.077990356
,0.051913115,0.063662998,0.096030764,0.048979481,0.058641455,0.080704834,0.044847557,0.069997352,0.079112541,0.044817631,0.061070508,0.0816412
,0.053792419,0.071082602,0.086510636,0.052938225,0.060770148,0.095374688,0.048793327,0.063893834,0.085257393,0.051009767,0.058343301,0.078599444
,0.051402279,0.062386794,0.085636889,0.052165121,0.062037542,0.082476304,0.048925539,0.068330705,0.095233649,0.049436251,0.061671989,0.082735729
,0.051496973,0.060806434,0.082157615,0.047879421,0.065397222,0.098233563,0.05109497,0.066060237,0.088074348,0.04511898,0.064289453,0.090796465
,0.049831245,0.059170712,0.093543842,0.051460642,0.060898918,0.078015983,0.049759424,0.06416548,0.077845615,0.050284336,0.055586489,0.095484446
,0.048895387,0.058809088,0.092464366,0.048098148,0.060376228,0.089446656,0.049524409,0.05528192,0.085496992,0.047821095,0.060184736,0.094516394
,0.045572415,0.061993783,0.080004568,0.052271476,0.062459871,0.089484181,0.051042945,0.059491985,0.097096288,0.047044081,0.061805626,0.092876117
,0.048756865,0.05435706,0.080132281,0.042231135,0.056525858,0.09244914,0.049672916,0.057576212,0.090459273,0.05519332,0.06344222,0.079892834
,0.051957778,0.067449961,0.091863669,0.043118167,0.058157142,0.085138149,0.046256379,0.068259559,0.086023124,0.051575653,0.062159841,0.094578218
,0.060124282,0.053415082,0.086197413,0.047548297,0.062965433,0.087762845,0.048793424,0.061675931,0.091346086,0.051902973,0.056912355,0.081820149
,0.050277794,0.06234728,0.085535964,0.048374318,0.05890454,0.079967761,0.050166764,0.063459436,0.089397059,0.050772599,0.060649322,0.083669159
,0.051318704,0.070534476,0.088506388,0.049088979,0.063491933,0.09595936,0.044437824,0.056826413,0.08422202,0.049134592,0.057208983,0.082656331
,0.050814922,0.059068882,0.093995938,0.044211805,0.061109497,0.081336955,0.047614559,0.063296158,0.099758966,0.050678906,0.059443935,0.095875625
,0.04809257,0.05786959,0.094624862,0.052662704,0.061292658,0.08469911,0.048609834,0.059584292,0.095162186,0.04839358,0.058293591,0.088730022
,0.047506302,0.057367723,0.088378696,0.047645943,0.05962248,0.090350887,0.050929569,0.058829007,0.088697916,0.048276124,0.059807576,0.087588451
,0.053572026,0.064099786,0.094931783,0.048816101,0.057685794,0.096144487,0.050206721,0.068834287,0.092710944,0.048736179,0.062484123,0.091266435
,0.048867467,0.063011143,0.090114809,0.048627584,0.055163865,0.095939402,0.052736198,0.059584655,0.082910071,0.048957351,0.058181536,0.091305581
,0.051548598,0.065975764,0.087503458,0.048216644,0.05879857,0.087727953,0.050699019,0.058572541,0.088032901,0.044814368,0.055126517,0.082199839
,0.046838361,0.061577469,0.089480754,0.047920829,0.062612837,0.087417747,0.052051461,0.062238332,0.087482301,0.049757225,0.059516096,0.081461168
,0.045897773,0.053421806,0.093025706,0.049075995,0.063527216,0.091927622,0.051087459,0.061953529,0.08734221,0.047194763,0.062003282,0.091702774
,0.0531563,0.062139809,0.079794464,0.052332312,0.059639042,0.095164015,0.052843328,0.062901752,0.083299168,0.053167371,0.056243068,0.07945054
,0.052311057,0.055091536,0.089334265,0.051111866,0.064846033,0.08971097,0.048278064,0.065753765,0.083093446,0.048780035,0.062001602,0.088289572
,0.048690564,0.056806949,0.087830197,0.055106133,0.065664802,0.084854724,0.050062336,0.059666817,0.090411675,0.049502451,0.057382935,0.089241219
,0.049776749,0.056565742,0.087737747,0.049446201,0.062750466,0.092481014,0.048984595,0.06143652,0.077977684,0.049621553,0.056373073,0.091641064
,0.05033927,0.068012532,0.076647494,0.051422588,0.062007184,0.090091679,0.045249535,0.065482511,0.094060754,0.048153183,0.06163241,0.094350541
,0.051953188,0.068269508,0.086314323,0.048413633,0.066003377,0.093101015,0.049603092,0.056922692,0.085208489,0.047182816,0.067397883,0.091581823
,0.050562739,0.062258417,0.089319901,0.04447444,0.062447699,0.095057974,0.052781493,0.063579406,0.087642415,0.053175659,0.062824196,0.088928197
,0.046682904,0.062882496,0.083585595,0.047573725,0.055760181,0.085402237,0.047086374,0.069217553,0.082179461,0.04636267,0.061419535,0.089543181
,0.045716657,0.066016564,0.085214306,0.048772243,0.062335844,0.089545435,0.047929731,0.061590099,0.092618736,0.048655398,0.057833868,0.082852033
,0.050772523,0.061036392,0.086890044,0.049039935,0.071715406,0.093282603,0.049045314,0.064215493,0.08454364,0.04270471,0.064720852,0.08558391
,0.048603632,0.063815265,0.081544278,0.049095729,0.058681722,0.081897893,0.050484811,0.060962004,0.086666981,0.047473187,0.064779234,0.094704457
,0.047323414,0.063788125,0.09250092,0.049522999,0.058037017,0.089335234,0.051335288,0.060948897,0.088685159,0.048126912,0.055987225,0.089344175
,0.052353584,0.062347919,0.086361289,0.049452345,0.060019879,0.087745791,0.047443215,0.068038836,0.089891988,0.051219158,0.058022445,0.095939964
,0.050333184,0.055790372,0.091262855,0.051266162,0.063614806,0.079032168,0.048249813,0.068544846,0.088178871,0.049395957,0.066325165,0.095370523
,0.049503548,0.062290874,0.088008162,0.052609752,0.069094554,0.079061505,0.045999365,0.055740956,0.088602366,0.049002417,0.058505856,0.086295828
,0.050044647,0.062447387,0.09037748,0.051691229,0.057771253,0.095265762,0.045283198,0.060650252,0.090556392,0.04972937,0.061610541,0.092692329
,0.051458751,0.057952665,0.085791184,0.048993088,0.05870352,0.084681485,0.054258078,0.066391777,0.09568515,0.047745168,0.063904303,0.083678876
,0.048825399,0.057583288,0.098054559,0.048839417,0.060586592,0.087851284,0.046705982,0.060632933,0.088867102,0.050437621,0.059759235,0.08814316
,0.046534507,0.056361943,0.086017389,0.05073221,0.061446305,0.089407834,0.051455225,0.061345404,0.085782396,0.046321453,0.064522805,0.091907266
,0.047276776,0.054899849,0.089769945,0.05185438,0.059301903,0.088268688,0.046477039,0.060264229,0.09857878,0.052183867,0.059966815,0.098585687
,0.046898103,0.059344657,0.088001551,0.051730729,0.063848374,0.083460452,0.049647607,0.06303073,0.093382846,0.047322851,0.068931877,0.085564175
